,name,brewery,style,abv,ibu,rating,raters,date
1225,Pinot Kriek,https://untappd.com/Bokkereyder,Lambic - Kriek,6.5% ABV,N/A IBU,(4.39),165 Ratings,Added 05/13/16
1226,Oude Ghost,https://untappd.com/Bokkereyder,Lambic - Traditional,6% ABV,N/A IBU,(4.29),170 Ratings,Added 05/11/18
1227,Oude Caneuze,https://untappd.com/Bokkereyder,Lambic - Gueuze,6% ABV,10 IBU,(4.03),154 Ratings,Added 05/12/16
1228,Saison Abrikoos,https://untappd.com/Bokkereyder,Lambic - Fruit,6.2% ABV,N/A IBU,(4.01),116 Ratings,Added 05/14/16
1229,Wind In the Willow,https://untappd.com/Bokkereyder,Lambic - Kriek,N/A ABV,N/A IBU,(4.05),122 Ratings,Added 05/14/16
1230,Kers,https://untappd.com/Bokkereyder,Lambic - Kriek,5% ABV,N/A IBU,(4.09),121 Ratings,Added 05/13/16
1231,Experimental Gueuze #14,https://untappd.com/Bokkereyder,Lambic - Gueuze,6% ABV,N/A IBU,(4.33),96 Ratings,Added 12/14/14
1232,Cragnac,https://untappd.com/Bokkereyder,Lambic - Fruit,6% ABV,N/A IBU,(4.03),94 Ratings,Added 05/13/16
1233,Wind In the Willow - Cognac,https://untappd.com/Bokkereyder,Lambic - Fruit,6% ABV,N/A IBU,(4),76 Ratings,Added 04/22/16
1234,Sweet Cherry Lambic,https://untappd.com/Bokkereyder,Lambic - Kriek,7% ABV,N/A IBU,(3.94),63 Ratings,Added 05/10/16
1235,Ode Goze,https://untappd.com/Bokkereyder,Lambic - Gueuze,N/A ABV,N/A IBU,(4.35),65 Ratings,Added 12/18/16
1236,1 Year Old Lambic,https://untappd.com/Bokkereyder,Lambic - Traditional,6.3% ABV,N/A IBU,(4.14),57 Ratings,Added 12/07/15
1237,Alleen Elvis,https://untappd.com/Bokkereyder,Lambic - Traditional,N/A ABV,N/A IBU,(4.62),55 Ratings,Added 05/07/17
1238,Elderflower Lambic,https://untappd.com/Bokkereyder,Lambic - Traditional,5.8% ABV,N/A IBU,(4.16),45 Ratings,Added 05/14/16
1239,Dornfelder Lambic,https://untappd.com/Bokkereyder,Lambic - Traditional,7% ABV,N/A IBU,(3.96),40 Ratings,Added 05/10/16
1240,"3 Scoops : Passionfruit, Lemonade, Mango",https://untappd.com/TheAnswerBrewpub,Sour - Berliner Weisse,3.5% ABV,N/A IBU,(4.49),"5,305 Ratings",Added 06/12/16
1241,Larceny,https://untappd.com/TheAnswerBrewpub,IPA - American,6.5% ABV,N/A IBU,(4.12),"4,065 Ratings",Added 04/13/15
1242,Grand Larceny,https://untappd.com/TheAnswerBrewpub,IPA - Imperial / Double,8% ABV,N/A IBU,(4.24),"3,715 Ratings",Added 01/21/15
1243,Mouth Hug,https://untappd.com/TheAnswerBrewpub,IPA - Imperial / Double,8% ABV,N/A IBU,(4.2),"3,557 Ratings",Added 08/11/15
1244,Hard In The Paint,https://untappd.com/TheAnswerBrewpub,IPA - Imperial / Double,8% ABV,N/A IBU,(4.23),"3,414 Ratings",Added 07/25/15
1245,Stonefruit Popsicle,https://untappd.com/TheAnswerBrewpub,Sour - Gose,3.5% ABV,N/A IBU,(4.43),"3,424 Ratings",Added 06/07/17
1246,Pineberry Popsicle,https://untappd.com/TheAnswerBrewpub,Sour - Gose,3.5% ABV,N/A IBU,(4.44),"2,810 Ratings",Added 09/23/17
1247,Unicorn Joose,https://untappd.com/TheAnswerBrewpub,Sour - Gose,3.5% ABV,N/A IBU,(4.42),"2,596 Ratings",Added 02/07/17
1248,Cody Austin Joose,https://untappd.com/TheAnswerBrewpub,Sour - Berliner Weisse,3.5% ABV,N/A IBU,(4.51),"2,562 Ratings",Added 05/25/17
1249,Double Raspberry Popsicle,https://untappd.com/TheAnswerBrewpub,Sour - Gose,3.5% ABV,N/A IBU,(4.53),"2,477 Ratings",Added 09/05/17
1250,Tyrion Lannister Popsicle,https://untappd.com/TheAnswerBrewpub,Sour - Gose,3.5% ABV,N/A IBU,(4.46),"2,506 Ratings",Added 02/03/18
1251,Petty Larceny,https://untappd.com/TheAnswerBrewpub,IPA - Session / India Session Ale,5% ABV,N/A IBU,(4.02),"2,012 Ratings",Added 04/11/15
1252,Kromer Juice: Lychee,https://untappd.com/TheAnswerBrewpub,Sour - Berliner Weisse,3.5% ABV,N/A IBU,(4.46),"2,176 Ratings",Added 01/19/17
1253,"Triple 3 Scoops: Passionfruit, Lemonade, Mango",https://untappd.com/TheAnswerBrewpub,Sour - Ale,9% ABV,N/A IBU,(4.54),"2,199 Ratings",Added 06/22/18
1254,"Imperial 3 Scoops: Passionfruit, Mango, Peach",https://untappd.com/TheAnswerBrewpub,Sour - Ale,7.5% ABV,N/A IBU,(4.57),"2,137 Ratings",Added 06/12/18
1255,Kromer Juice: Mango,https://untappd.com/TheAnswerBrewpub,Sour - Berliner Weisse,3.5% ABV,N/A IBU,(4.45),"1,852 Ratings",Added 07/20/16
1256,Cash Me Outside How Bow Dah,https://untappd.com/TheAnswerBrewpub,Stout - Imperial Oatmeal,9.5% ABV,N/A IBU,(4.42),"1,825 Ratings",Added 02/01/17
1257,"2 Scoops : Passionfruit, Raspberry",https://untappd.com/TheAnswerBrewpub,Sour - Gose,3.5% ABV,N/A IBU,(4.47),"1,879 Ratings",Added 04/15/17
1258,King Kahuna,https://untappd.com/TheAnswerBrewpub,Stout - Imperial / Double,12.5% ABV,N/A IBU,(4.49),"1,723 Ratings",Added 08/20/15
1259,Blueberry Popsicle,https://untappd.com/TheAnswerBrewpub,Sour - Gose,3.5% ABV,N/A IBU,(4.33),"1,747 Ratings",Added 05/24/17
1260,Extra Credit,https://untappd.com/TheAnswerBrewpub,IPA - Imperial / Double,8% ABV,N/A IBU,(4.24),"1,661 Ratings",Added 10/19/16
1261,Aunt Sara (w/ Kona And Hazelnut),https://untappd.com/TheAnswerBrewpub,Stout - Imperial / Double,12% ABV,N/A IBU,(4.41),"1,705 Ratings",Added 09/11/16
1262,Raspberry Popsicle,https://untappd.com/TheAnswerBrewpub,Sour - Gose,3.5% ABV,N/A IBU,(4.38),"1,669 Ratings",Added 01/20/17
1263,Piece of the Action,https://untappd.com/TheAnswerBrewpub,IPA - American,7% ABV,N/A IBU,(4.21),"1,565 Ratings",Added 06/23/16
1264,Larceny (Triple Dry Hopped),https://untappd.com/TheAnswerBrewpub,IPA - American,6.5% ABV,N/A IBU,(4.28),"1,550 Ratings",Added 12/14/16
1265,Megablast,https://untappd.com/TheAnswerBrewpub,IPA - Triple,10.1% ABV,N/A IBU,(4.42),"1,476 Ratings",Added 12/03/15
1266,Kromer Juice : Blueberry,https://untappd.com/TheAnswerBrewpub,Sour - Gose,4% ABV,N/A IBU,(4.43),"1,597 Ratings",Added 02/03/17
1267,The Joose Is Loose,https://untappd.com/TheAnswerBrewpub,Sour - Gose,3.5% ABV,N/A IBU,(4.44),"1,573 Ratings",Added 07/21/17
1268,Barrel Aged King Molokai,https://untappd.com/TheAnswerBrewpub,Barleywine - American,13% ABV,N/A IBU,(4.53),"1,461 Ratings",Added 06/10/17
1269,Mind Games,https://untappd.com/TheAnswerBrewpub,IPA - Imperial / Double,8% ABV,N/A IBU,(4.15),"1,512 Ratings",Added 09/28/16
1270,Good Nightmare Mekong,https://untappd.com/TheAnswerBrewpub,Stout - Imperial / Double,11% ABV,N/A IBU,(4.47),"1,409 Ratings",Added 09/01/15
1271,Broken Bird,https://untappd.com/TheAnswerBrewpub,Stout - Imperial / Double,10.2% ABV,N/A IBU,(4.27),"1,350 Ratings",Added 10/05/16
1272,Abby Popsicle,https://untappd.com/TheAnswerBrewpub,Sour - Berliner Weisse,3.4% ABV,N/A IBU,(4.46),"1,327 Ratings",Added 04/23/17
1273,Red & Blue Puffsicle,https://untappd.com/TheAnswerBrewpub,Sour - Ale,3.6% ABV,N/A IBU,(4.47),"1,339 Ratings",Added 07/28/18
1274,Strawberry Margarita Popsicle,https://untappd.com/TheAnswerBrewpub,Sour - Gose,3.5% ABV,N/A IBU,(4.4),"1,315 Ratings",Added 05/06/17
1275,"Virginia Cobbler: Cherry, Peach",https://untappd.com/TheAnswerBrewpub,Sour - Ale,4% ABV,N/A IBU,(4.39),"1,316 Ratings",Added 07/15/18
1276,Kromer Juice: Pink Guava,https://untappd.com/TheAnswerBrewpub,Sour - Berliner Weisse,4% ABV,N/A IBU,(4.43),"1,254 Ratings",Added 11/19/16
1277,She Good,https://untappd.com/TheAnswerBrewpub,IPA - American,6.9% ABV,N/A IBU,(4.18),"1,148 Ratings",Added 11/25/15
1278,Pholicia Not Reece,https://untappd.com/TheAnswerBrewpub,Fruit Beer,3.5% ABV,N/A IBU,(4.41),"1,164 Ratings",Added 08/03/17
1279,Shannon Spiker,https://untappd.com/TheAnswerBrewpub,Sour - Berliner Weisse,3.5% ABV,N/A IBU,(4.45),"1,161 Ratings",Added 07/08/17
1280,Strawberry Rhubarb Popsicle,https://untappd.com/TheAnswerBrewpub,Sour - Gose,3.5% ABV,N/A IBU,(4.4),"1,175 Ratings",Added 06/08/17
1281,I Am CM Bryant,https://untappd.com/TheAnswerBrewpub,Stout - Imperial / Double,13% ABV,N/A IBU,(4.46),"1,109 Ratings",Added 04/06/17
1282,Eli Traks Popsicle,https://untappd.com/TheAnswerBrewpub,Sour - Gose,5% ABV,N/A IBU,(4.5),"1,137 Ratings",Added 05/03/18
1283,Pappa Kahuna,https://untappd.com/TheAnswerBrewpub,Stout - American Imperial / Double,16% ABV,N/A IBU,(4.56),"1,055 Ratings",Added 05/22/16
1284,Fugitive Moments,https://untappd.com/TheAnswerBrewpub,IPA - American,6.9% ABV,N/A IBU,(4.12),"1,103 Ratings",Added 09/21/16
1285,Dead Thumb,https://untappd.com/TheAnswerBrewpub,Stout - Imperial / Double,10.9% ABV,N/A IBU,(4.39),"1,000 Ratings",Added 08/08/16
1286,Huggy Bu,https://untappd.com/TheAnswerBrewpub,Sour - Berliner Weisse,3.5% ABV,N/A IBU,(4.38),"1,072 Ratings",Added 11/04/15
1287,Laurel Or Yanny,https://untappd.com/TheAnswerBrewpub,Sour - Gose,4.5% ABV,N/A IBU,(4.27),"1,070 Ratings",Added 05/19/18
1288,"3 Scoops : Raspberry, Strawberry, Rhubarb",https://untappd.com/TheAnswerBrewpub,Fruit Beer,3.5% ABV,N/A IBU,(4.49),965 Ratings,Added 06/07/17
1289,Marshmallow Mathers: Team Coconut,https://untappd.com/TheAnswerBrewpub,Stout - Imperial / Double,11.4% ABV,N/A IBU,(4.52),962 Ratings,Added 07/18/18
1290,Mango Pineapple Popsicle,https://untappd.com/TheAnswerBrewpub,Sour - Gose,4% ABV,N/A IBU,(4.44),948 Ratings,Added 02/23/17
1291,I Like Turtles,https://untappd.com/TheAnswerBrewpub,Stout - American Imperial / Double,9% ABV,N/A IBU,(4.53),980 Ratings,Added 10/30/17
1292,Piloerection,https://untappd.com/TheAnswerBrewpub,Stout - Imperial / Double,10.1% ABV,N/A IBU,(4.33),973 Ratings,Added 12/19/17
1293,Jamaican Phil B !,https://untappd.com/TheAnswerBrewpub,Stout - American Imperial / Double,11% ABV,N/A IBU,(4.36),895 Ratings,Added 03/03/17
1294,Lychee Popsicle,https://untappd.com/TheAnswerBrewpub,Sour - Gose,3.5% ABV,N/A IBU,(4.32),874 Ratings,Added 06/15/16
1295,Double Cherry Popsicle,https://untappd.com/TheAnswerBrewpub,Sour - Gose,3.5% ABV,N/A IBU,(4.38),937 Ratings,Added 05/26/17
1296,Calculated Risk,https://untappd.com/TheAnswerBrewpub,IPA - Triple,10.1% ABV,N/A IBU,(4.37),877 Ratings,Added 01/27/16
1297,Diablo's Brunch,https://untappd.com/TheAnswerBrewpub,Stout - Imperial / Double,12% ABV,N/A IBU,(4.54),783 Ratings,Added 04/03/17
1298,Morning Juice 9,https://untappd.com/TheAnswerBrewpub,Sour - Berliner Weisse,3.4% ABV,N/A IBU,(4.27),762 Ratings,Added 12/17/15
1299,Dillaman Margarita,https://untappd.com/TheAnswerBrewpub,Sour - Gose,3.5% ABV,N/A IBU,(4.25),843 Ratings,Added 05/18/17
