,name,brewery,style,abv,ibu,rating,raters,date
2972,Heavy Mettle,https://untappd.com/TrilliumBrewing,IPA - Imperial / Double,9.3% ABV,N/A IBU,(4.44),"20,666 Ratings",Added 08/15/14
2973,Double Dry Hopped Summer Street,https://untappd.com/TrilliumBrewing,IPA - American,7.2% ABV,N/A IBU,(4.43),"20,246 Ratings",Added 06/17/15
2974,Scaled Up,https://untappd.com/TrilliumBrewing,IPA - Imperial / Double,8% ABV,N/A IBU,(4.39),"20,087 Ratings",Added 12/17/15
2975,Dialed In (w/ Pinot Gris Juice),https://untappd.com/TrilliumBrewing,IPA - Imperial / Double,8.5% ABV,N/A IBU,(4.31),"18,487 Ratings",Added 10/10/16
2976,UPPER CASE,https://untappd.com/TrilliumBrewing,IPA - Imperial / Double,9% ABV,N/A IBU,(4.43),"16,764 Ratings",Added 03/18/15
2977,Pot & Kettle,https://untappd.com/TrilliumBrewing,Porter - American,7.5% ABV,N/A IBU,(4.08),"17,816 Ratings",Added 03/29/13
2978,Launch Beer,https://untappd.com/TrilliumBrewing,Pale Ale - American,5.7% ABV,68 IBU,(4.13),"16,901 Ratings",Added 11/24/15
2979,Sleeper Street,https://untappd.com/TrilliumBrewing,IPA - American,7.2% ABV,N/A IBU,(4.2),"15,357 Ratings",Added 03/28/14
2980,Dialed In (w/ Chardonnay & Gewurztraminer Juice),https://untappd.com/TrilliumBrewing,IPA - Imperial / Double,8.5% ABV,N/A IBU,(4.37),"14,196 Ratings",Added 06/02/16
2981,Stillings Street,https://untappd.com/TrilliumBrewing,IPA - American,7.2% ABV,N/A IBU,(4.26),"12,746 Ratings",Added 08/25/16
2982,Secret Stairs,https://untappd.com/TrilliumBrewing,Stout - American,6.5% ABV,N/A IBU,(4.04),"13,109 Ratings",Added 01/23/16
2983,Pier,https://untappd.com/TrilliumBrewing,Pale Wheat Ale - American,6.7% ABV,N/A IBU,(4.18),"11,470 Ratings",Added 09/13/14
2984,Double Dry Hopped A Street IPA,https://untappd.com/TrilliumBrewing,IPA - American,7.2% ABV,N/A IBU,(4.29),"11,603 Ratings",Added 10/18/16
2985,Dialed-In (w/ Sauvignon Blanc Grape Juice),https://untappd.com/TrilliumBrewing,IPA - Imperial / Double,8.5% ABV,N/A IBU,(4.35),"11,985 Ratings",Added 12/08/16
2986,Dialed In,https://untappd.com/TrilliumBrewing,IPA - Imperial / Double,8.5% ABV,N/A IBU,(4.37),"12,812 Ratings",Added 03/19/16
2987,Summer Street,https://untappd.com/TrilliumBrewing,IPA - American,7.2% ABV,N/A IBU,(4.25),"11,208 Ratings",Added 05/16/14
2988,Little Rooster,https://untappd.com/TrilliumBrewing,Pale Ale - American,5.8% ABV,N/A IBU,(4.15),"10,442 Ratings",Added 07/11/13
2989,The Publick House IPA,https://untappd.com/TrilliumBrewing,IPA - American,7.3% ABV,N/A IBU,(4.19),"11,016 Ratings",Added 07/16/14
2990,Farnsworth Street,https://untappd.com/TrilliumBrewing,IPA - American,7.2% ABV,N/A IBU,(4.16),"11,046 Ratings",Added 07/27/17
2991,Pot & Kettle With Cold Brewed Coffee,https://untappd.com/TrilliumBrewing,Porter - Other,7.5% ABV,N/A IBU,(4.22),"10,031 Ratings",Added 02/01/14
2992,The Streets,https://untappd.com/TrilliumBrewing,IPA - Triple,10% ABV,N/A IBU,(4.46),"9,498 Ratings",Added 03/17/17
2993,Skimpy Sparrow,https://untappd.com/TrilliumBrewing,Pale Ale - American,5.4% ABV,N/A IBU,(4.2),"9,803 Ratings",Added 12/21/15
2994,Double Dry Hopped The Publick House IPA,https://untappd.com/TrilliumBrewing,IPA - American,7.3% ABV,N/A IBU,(4.32),"9,368 Ratings",Added 03/18/15
2995,Pow Pow,https://untappd.com/TrilliumBrewing,IPA - Imperial / Double,7.7% ABV,N/A IBU,(4.46),"8,073 Ratings",Added 12/12/16
2996,Day & Night,https://untappd.com/TrilliumBrewing,Barleywine - American,10% ABV,75 IBU,(4.09),"9,012 Ratings",Added 02/13/15
2997,Pocket Pigeon,https://untappd.com/TrilliumBrewing,Pale Ale - American,5.4% ABV,N/A IBU,(4.13),"8,463 Ratings",Added 02/15/14
2998,Big Bird,https://untappd.com/TrilliumBrewing,IPA - Imperial / Double,9.4% ABV,N/A IBU,(4.44),"8,309 Ratings",Added 06/29/17
2999,Tiny Chicken,https://untappd.com/TrilliumBrewing,Pale Ale - American,5.6% ABV,N/A IBU,(4.09),"8,755 Ratings",Added 08/21/13
3000,Headroom,https://untappd.com/TrilliumBrewing,IPA - Imperial / Double,8% ABV,66 IBU,(4.62),"7,613 Ratings",Added 08/20/15
3001,Night & Day,https://untappd.com/TrilliumBrewing,Stout - Imperial / Double,11.5% ABV,65 IBU,(4.3),"8,275 Ratings",Added 02/06/15
3002,Trillium,https://untappd.com/TrilliumBrewing,Saison / Farmhouse Ale,6.6% ABV,N/A IBU,(3.86),"7,520 Ratings",Added 03/22/13
3003,El Dorado Cutting Tiles,https://untappd.com/TrilliumBrewing,IPA - Imperial / Double,8.5% ABV,N/A IBU,(4.27),"7,870 Ratings",Added 03/01/17
3004,Stumpy Duck,https://untappd.com/TrilliumBrewing,Pale Wheat Ale - American,5.6% ABV,N/A IBU,(4.06),"7,710 Ratings",Added 02/08/14
3005,A Street,https://untappd.com/TrilliumBrewing,IPA - American,7.2% ABV,N/A IBU,(4.11),"7,477 Ratings",Added 06/20/14
3006,Storrowed,https://untappd.com/TrilliumBrewing,IPA - Imperial / Double,8.4% ABV,N/A IBU,(4.33),"7,138 Ratings",Added 02/02/18
3007,Pittsburgh Street,https://untappd.com/TrilliumBrewing,IPA - American,7.2% ABV,N/A IBU,(4.14),"7,748 Ratings",Added 12/04/17
3008,Pipsqueak Penguin,https://untappd.com/TrilliumBrewing,Pale Ale - American,4.9% ABV,N/A IBU,(3.97),"7,158 Ratings",Added 12/29/16
3009,Scaled Way Up,https://untappd.com/TrilliumBrewing,IPA - Imperial / Double,8% ABV,N/A IBU,(4.48),"6,384 Ratings",Added 04/08/16
3010,Itty Bitty Goose,https://untappd.com/TrilliumBrewing,Pale Ale - American,5% ABV,N/A IBU,(3.99),"6,894 Ratings",Added 06/27/14
3011,Sunshower,https://untappd.com/TrilliumBrewing,Saison / Farmhouse Ale,8.5% ABV,N/A IBU,(4.02),"6,720 Ratings",Added 06/22/13
3012,Broken Angel,https://untappd.com/TrilliumBrewing,Belgian Strong Golden Ale,8.7% ABV,N/A IBU,(3.87),"6,366 Ratings",Added 12/23/14
3013,Pom Pom Milk Stout,https://untappd.com/TrilliumBrewing,Stout - Milk / Sweet,6.8% ABV,N/A IBU,(4.05),"6,335 Ratings",Added 12/06/17
3014,Cutting Tiles,https://untappd.com/TrilliumBrewing,IPA - Imperial / Double,8% ABV,N/A IBU,(4.44),"5,833 Ratings",Added 07/26/16
3015,Deciduous,https://untappd.com/TrilliumBrewing,Red Ale - Imperial / Double,12.5% ABV,N/A IBU,(4.05),"5,728 Ratings",Added 10/10/13
3016,Big Sprang,https://untappd.com/TrilliumBrewing,Kölsch,7.5% ABV,N/A IBU,(4.05),"5,308 Ratings",Added 10/24/14
3017,Peach Super Soak,https://untappd.com/TrilliumBrewing,Sour - Ale,7.1% ABV,N/A IBU,(4.37),"5,422 Ratings",Added 09/23/17
3018,Sprang,https://untappd.com/TrilliumBrewing,Kölsch,4.9% ABV,N/A IBU,(4),"4,685 Ratings",Added 05/08/14
3019,Free Rise,https://untappd.com/TrilliumBrewing,Saison / Farmhouse Ale,7.3% ABV,N/A IBU,(3.92),"4,600 Ratings",Added 12/10/15
3020,"Triple Seesaw: Boysenberry, Blackberry, Raspberry",https://untappd.com/TrilliumBrewing,Sour - Gose,4.9% ABV,N/A IBU,(4.3),"4,550 Ratings",Added 10/03/18
3021,Puny Partridge,https://untappd.com/TrilliumBrewing,Pale Ale - American,5% ABV,N/A IBU,(3.91),"4,422 Ratings",Added 12/27/17
3022,Blackberry Super Soak,https://untappd.com/TrilliumBrewing,Sour - Ale,7.1% ABV,N/A IBU,(4.27),"4,179 Ratings",Added 09/23/17
3023,Blueberry Super Soak,https://untappd.com/TrilliumBrewing,American Wild Ale,7.1% ABV,N/A IBU,(4.27),"4,128 Ratings",Added 11/27/17
3024,Spectacle Island,https://untappd.com/TrilliumBrewing,IPA - New England,6.8% ABV,N/A IBU,(4.14),"3,877 Ratings",Added 07/20/18
3025,Raspberry Soak,https://untappd.com/TrilliumBrewing,American Wild Ale,5.5% ABV,N/A IBU,(4.31),"3,787 Ratings",Added 05/16/16
3026,"Double Seesaw: Plum, Blueberry, And Peach",https://untappd.com/TrilliumBrewing,Sour - Gose,5.5% ABV,N/A IBU,(4.15),"3,885 Ratings",Added 08/17/18
3027,Apricot Stonington,https://untappd.com/TrilliumBrewing,American Wild Ale,7.5% ABV,N/A IBU,(4.25),"3,818 Ratings",Added 05/21/15
3028,Double Seesaw: Raspberry,https://untappd.com/TrilliumBrewing,Sour - Gose,4% ABV,N/A IBU,(4.28),"3,780 Ratings",Added 08/09/18
3029,Lovells Island,https://untappd.com/TrilliumBrewing,IPA - New England,6.8% ABV,N/A IBU,(4.05),"3,903 Ratings",Added 08/06/18
3030,Peddocks Island,https://untappd.com/TrilliumBrewing,IPA - New England,6.8% ABV,N/A IBU,(4.18),"3,450 Ratings",Added 07/13/18
3031,Nauset Lighthouse,https://untappd.com/TrilliumBrewing,IPA - Imperial / Double,8.9% ABV,N/A IBU,(4.02),"3,465 Ratings",Added 08/14/18
3032,Butler Flats Lighthouse,https://untappd.com/TrilliumBrewing,IPA - Imperial / Double,8.9% ABV,N/A IBU,(4.24),"3,189 Ratings",Added 10/01/18
3033,Wakerobin,https://untappd.com/TrilliumBrewing,Saison / Farmhouse Ale,7.4% ABV,N/A IBU,(3.8),"2,897 Ratings",Added 07/12/13
3034,Plum Super Soak,https://untappd.com/TrilliumBrewing,Sour - Fruited,7.1% ABV,N/A IBU,(4.31),"3,144 Ratings",Added 02/05/18
3035,Moon Island,https://untappd.com/TrilliumBrewing,IPA - American,6.8% ABV,N/A IBU,(4.16),"3,029 Ratings",Added 11/05/18
3036,Dialed-Up,https://untappd.com/TrilliumBrewing,IPA - Triple,11% ABV,N/A IBU,(4.44),"2,919 Ratings",Added 12/07/18
3037,Double Seesaw: Black Currant,https://untappd.com/TrilliumBrewing,Sour - Gose,4.6% ABV,N/A IBU,(4.16),"2,875 Ratings",Added 09/11/18
3038,Marblehead Lighthouse,https://untappd.com/TrilliumBrewing,IPA - Imperial / Double,8.9% ABV,N/A IBU,(4.33),"2,869 Ratings",Added 10/24/18
3039,"Double Seesaw: Guava, Passion Fruit, Mango & Pineapple",https://untappd.com/TrilliumBrewing,Sour - Gose,4.5% ABV,N/A IBU,(4.25),"2,748 Ratings",Added 10/23/18
3040,Vic Secret Cutting Tiles,https://untappd.com/TrilliumBrewing,IPA - Imperial / Double New England,8.5% ABV,N/A IBU,(4.32),"2,614 Ratings",Added 07/31/18
3041,Georges Island,https://untappd.com/TrilliumBrewing,IPA - New England,7.1% ABV,N/A IBU,(4.04),"2,700 Ratings",Added 08/31/18
3042,Minot's Ledge Lighthouse,https://untappd.com/TrilliumBrewing,IPA - Imperial / Double,8.9% ABV,N/A IBU,(4.34),"2,605 Ratings",Added 11/20/18
3043,Gay Head Lighthouse,https://untappd.com/TrilliumBrewing,IPA - Imperial / Double,8.9% ABV,N/A IBU,(4.24),"2,675 Ratings",Added 11/27/18
3044,Headlong,https://untappd.com/TrilliumBrewing,IPA - Imperial / Double,8.3% ABV,N/A IBU,(4.1),"2,612 Ratings",Added 10/22/18
3045,Bumpkin Island,https://untappd.com/TrilliumBrewing,IPA - American,6.8% ABV,N/A IBU,(4.05),"2,549 Ratings",Added 10/16/18
3046,Fated Farmer: Blueberry,https://untappd.com/TrilliumBrewing,American Wild Ale,6.3% ABV,N/A IBU,(4.2),"2,363 Ratings",Added 04/09/18
3047,Double Pot & Kettle,https://untappd.com/TrilliumBrewing,Porter - Imperial / Double,9% ABV,N/A IBU,(4.17),"1,922 Ratings",Added 08/27/14
3048,Lineage Rye,https://untappd.com/TrilliumBrewing,Saison / Farmhouse Ale,6.9% ABV,N/A IBU,(4.08),"2,022 Ratings",Added 05/30/13
3049,Fated Farmer: Asian Pear,https://untappd.com/TrilliumBrewing,American Wild Ale,6.9% ABV,N/A IBU,(4.16),"2,280 Ratings",Added 03/26/18
3050,Fated Farmer: Blackberry,https://untappd.com/TrilliumBrewing,American Wild Ale,7.4% ABV,N/A IBU,(4.18),"2,219 Ratings",Added 04/16/18
3051,Blackberry Soak,https://untappd.com/TrilliumBrewing,American Wild Ale,6.4% ABV,N/A IBU,(4.28),"2,155 Ratings",Added 12/19/15
3052,Fated Farmer: Nectarine,https://untappd.com/TrilliumBrewing,American Wild Ale,6.6% ABV,N/A IBU,(4.2),"2,130 Ratings",Added 02/26/18
3053,Fated Farmer: Fruit Salad,https://untappd.com/TrilliumBrewing,American Wild Ale,7% ABV,N/A IBU,(4.3),"2,083 Ratings",Added 05/21/18
3054,Cuvée De Tetreault,https://untappd.com/TrilliumBrewing,American Wild Ale,11% ABV,N/A IBU,(4.37),"1,876 Ratings",Added 09/11/13
3055,Fated Farmer: Peach,https://untappd.com/TrilliumBrewing,American Wild Ale,6.1% ABV,N/A IBU,(4.1),"1,881 Ratings",Added 03/12/18
3056,Sinister Kid,https://untappd.com/TrilliumBrewing,Belgian Strong Dark Ale,10% ABV,N/A IBU,(3.94),"1,613 Ratings",Added 03/15/14
3057,Lineage Spelt,https://untappd.com/TrilliumBrewing,Saison / Farmhouse Ale,7.3% ABV,N/A IBU,(4.16),"1,659 Ratings",Added 09/21/17
3058,Fated Farmer: Red Currant,https://untappd.com/TrilliumBrewing,American Wild Ale,6.7% ABV,N/A IBU,(4.16),"1,633 Ratings",Added 03/05/18
3059,Triple Seesaw: Fruit Salad,https://untappd.com/TrilliumBrewing,Sour - Gose,4.8% ABV,N/A IBU,(4.21),"1,575 Ratings",Added 11/10/18
3060,Lineage Wheat,https://untappd.com/TrilliumBrewing,Saison / Farmhouse Ale,6.9% ABV,N/A IBU,(3.91),"1,462 Ratings",Added 09/12/13
3061,Coffee Cake,https://untappd.com/TrilliumBrewing,Stout - American Imperial / Double,12.9% ABV,N/A IBU,(4.41),"1,525 Ratings",Added 11/16/18
3062,Apricot Soak,https://untappd.com/TrilliumBrewing,American Wild Ale,6.4% ABV,N/A IBU,(4.16),"1,442 Ratings",Added 07/02/18
3063,Trillium New England Wild Ale,https://untappd.com/TrilliumBrewing,American Wild Ale,6.4% ABV,N/A IBU,(4.08),"1,386 Ratings",Added 03/03/17
3064,Six,https://untappd.com/TrilliumBrewing,Pale Ale - Belgian,6% ABV,N/A IBU,(3.81),"1,317 Ratings",Added 02/07/18
3065,Black Currant Soak,https://untappd.com/TrilliumBrewing,American Wild Ale,6.3% ABV,N/A IBU,(4.25),"1,344 Ratings",Added 07/06/18
3066,Fated Farmer: Plum,https://untappd.com/TrilliumBrewing,American Wild Ale,6.9% ABV,N/A IBU,(4.2),"1,328 Ratings",Added 03/18/18
3067,Bees,https://untappd.com/TrilliumBrewing,American Wild Ale,5.7% ABV,N/A IBU,(4.14),"1,172 Ratings",Added 06/09/15
3068,Running Naked,https://untappd.com/TrilliumBrewing,Golden Ale,4.8% ABV,N/A IBU,(3.6),"1,181 Ratings",Added 09/17/17
3069,Treecreeper,https://untappd.com/TrilliumBrewing,Pale Ale - American,5.5% ABV,N/A IBU,(4.17),994 Ratings,Added 01/30/14
3070,Peach Soak,https://untappd.com/TrilliumBrewing,American Wild Ale,5.5% ABV,N/A IBU,(4.36),"1,066 Ratings",Added 07/05/16
3071,Blueberry Soak,https://untappd.com/TrilliumBrewing,American Wild Ale,5.5% ABV,N/A IBU,(4.33),"1,024 Ratings",Added 08/08/16
3072,Plum Soak,https://untappd.com/TrilliumBrewing,American Wild Ale,5.5% ABV,N/A IBU,(4.43),969 Ratings,Added 09/18/16
3073,Stonington,https://untappd.com/TrilliumBrewing,Saison / Farmhouse Ale,7.5% ABV,N/A IBU,(4.14),893 Ratings,Added 10/28/14
3074,Rubbel,https://untappd.com/TrilliumBrewing,Belgian Dubbel,8% ABV,N/A IBU,(3.8),918 Ratings,Added 01/21/15
3075,Wild Trillium,https://untappd.com/TrilliumBrewing,Saison / Farmhouse Ale,7.7% ABV,N/A IBU,(4.01),888 Ratings,Added 03/19/14
3076,Hefeweizen,https://untappd.com/TrilliumBrewing,Hefeweizen,5.6% ABV,N/A IBU,(3.81),894 Ratings,Added 10/31/18
3077,Lineage Oat,https://untappd.com/TrilliumBrewing,Saison / Farmhouse Ale,6.8% ABV,N/A IBU,(4.14),670 Ratings,Added 01/02/17
3078,Oenobier: Viognier,https://untappd.com/TrilliumBrewing,American Wild Ale,10.9% ABV,N/A IBU,(4.08),546 Ratings,Added 10/28/18
3079,Terroir Project: Rkatsiteli 2017,https://untappd.com/TrilliumBrewing,American Wild Ale,8.3% ABV,N/A IBU,(4.05),495 Ratings,Added 09/27/18
3080,Long Life: Peach,https://untappd.com/TrilliumBrewing,American Wild Ale,8.4% ABV,N/A IBU,(4.11),465 Ratings,Added 11/27/18
3081,Speed Dial,https://untappd.com/TrilliumBrewing,IPA - Imperial / Double,8.5% ABV,N/A IBU,(4.34),413 Ratings,Added 03/01/16
3082,Oenobier: Chardonnay,https://untappd.com/TrilliumBrewing,American Wild Ale,11% ABV,N/A IBU,(4.03),446 Ratings,Added 11/05/18
3083,Cranberry Soak,https://untappd.com/TrilliumBrewing,American Wild Ale,5.5% ABV,N/A IBU,(4.27),433 Ratings,Added 11/20/17
3084,Permutation Series: Number Sixty-Three,https://untappd.com/TrilliumBrewing,American Wild Ale,6.2% ABV,N/A IBU,(3.86),386 Ratings,Added 12/06/18
3085,Speed Mettle,https://untappd.com/TrilliumBrewing,IPA - Imperial / Double,8.4% ABV,N/A IBU,(4.31),253 Ratings,Added 10/02/14
3086,Resilience Butte County Proud IPA,https://untappd.com/TrilliumBrewing,IPA - American,6.8% ABV,N/A IBU,(3.73),305 Ratings,Added 12/20/18
3087,Pot & Kettle - Bully Boy American Straight Whiskey Barrel Aged,https://untappd.com/TrilliumBrewing,Porter - American,7.6% ABV,N/A IBU,(4.15),169 Ratings,Added 12/03/13
3088,Night & Day (Italian Roast Barrington Coffee),https://untappd.com/TrilliumBrewing,Stout - American Imperial / Double,11.5% ABV,N/A IBU,(4.4),224 Ratings,Added 03/30/15
3089,Lock & Key,https://untappd.com/TrilliumBrewing,IPA - American,6.1% ABV,N/A IBU,(3.96),235 Ratings,Added 10/18/18
3090,Night & Day (Beatriz Barrington Coffee),https://untappd.com/TrilliumBrewing,Stout - American Imperial / Double,11.5% ABV,N/A IBU,(4.3),216 Ratings,Added 03/30/15
3091,"Triple Seesaw: Plum, Blueberry, Peach",https://untappd.com/TrilliumBrewing,Sour - Gose,5.5% ABV,N/A IBU,(4.24),217 Ratings,Added 10/19/18
3092,Strawberry Thai Basil Lineage Wheat,https://untappd.com/TrilliumBrewing,Witbier,N/A ABV,N/A IBU,(4.04),188 Ratings,Added 06/29/18
3093,Old Soul,https://untappd.com/TrilliumBrewing,Barleywine - American,9.3% ABV,N/A IBU,(3.89),170 Ratings,Added 02/18/15
3094,Valley Buckwheat,https://untappd.com/TrilliumBrewing,Saison / Farmhouse Ale,6.2% ABV,N/A IBU,(3.63),156 Ratings,Added 10/26/13
3095,Watermelon & Mint Motueka Trillium,https://untappd.com/TrilliumBrewing,Pale Ale - American,6.4% ABV,N/A IBU,(4.11),162 Ratings,Added 06/22/18
3096,Pot & Kettle: Barrington Commonwealth Coffee,https://untappd.com/TrilliumBrewing,Porter - American,7.5% ABV,N/A IBU,(4.29),136 Ratings,Added 04/22/16
3097,Patersbier,https://untappd.com/TrilliumBrewing,Patersbier,5.6% ABV,N/A IBU,(3.84),142 Ratings,Added 11/09/18
3098,Permutation Series: Seventy Three,https://untappd.com/TrilliumBrewing,Belgian Strong Golden Ale,9.7% ABV,N/A IBU,(4.03),113 Ratings,Added 12/14/18
3099,Fresh Press: Prickly Pear,https://untappd.com/TrilliumBrewing,American Wild Ale,6.4% ABV,N/A IBU,(3.96),105 Ratings,Added 12/15/18
3100,PM Dawn (Ethiopian Nigusse Lemme),https://untappd.com/TrilliumBrewing,Stout - Imperial / Double,9% ABV,N/A IBU,(4.43),93 Ratings,Added 10/28/16
3101,Pink Lemonade,https://untappd.com/TrilliumBrewing,Sour - Ale,6% ABV,N/A IBU,(4.16),92 Ratings,Added 08/04/18
3102,Night & Day (Monsooned Malabar Barrington Coffee),https://untappd.com/TrilliumBrewing,Stout - Imperial / Double,11.5% ABV,N/A IBU,(4.4),84 Ratings,Added 04/29/16
3103,Witbier,https://untappd.com/TrilliumBrewing,Witbier,5.7% ABV,N/A IBU,(3.9),81 Ratings,Added 11/30/18
3104,Citrus Smash,https://untappd.com/TrilliumBrewing,Fruit Beer,5% ABV,N/A IBU,(3.97),76 Ratings,Added 08/04/18
3105,"Double Seesaw: Boysenberry, Blackberry, Raspberry & Cranberry",https://untappd.com/TrilliumBrewing,Sour - Gose,4.7% ABV,N/A IBU,(4.36),75 Ratings,Added 01/03/19
3106,Cranberry & Black Currant Wild Trillium,https://untappd.com/TrilliumBrewing,American Wild Ale,6.4% ABV,N/A IBU,(4.21),82 Ratings,Added 11/29/18
3107,Permutation Series: Number Seventy-Four,https://untappd.com/TrilliumBrewing,Belgian Strong Golden Ale,9% ABV,N/A IBU,(3.57),75 Ratings,Added 12/27/18
3108,PM Dawn (Barrington Italian Roast),https://untappd.com/TrilliumBrewing,Stout - American Imperial / Double,9% ABV,N/A IBU,(4.36),56 Ratings,Added 06/23/17
3109,Pot & Kettle: Barrington Medium Roast,https://untappd.com/TrilliumBrewing,Porter - American,7.5% ABV,N/A IBU,(4.22),65 Ratings,Added 02/05/16
3110,Cherry Bomb Pop Wild Trillium,https://untappd.com/TrilliumBrewing,Saison / Farmhouse Ale,6.4% ABV,N/A IBU,(4.21),57 Ratings,Added 08/10/18
3111,Day & Night (Ethiopean Nigusse Lemma Barrington Coffee),https://untappd.com/TrilliumBrewing,Barleywine - American,10% ABV,N/A IBU,(4.33),53 Ratings,Added 09/30/15
3112,Pilsner,https://untappd.com/TrilliumBrewing,Pilsner - German,4.7% ABV,N/A IBU,(3.86),50 Ratings,Added 01/03/19
3113,Trillium New England Wild With Apple Cider,https://untappd.com/TrilliumBrewing,American Wild Ale,5.5% ABV,N/A IBU,(4.11),53 Ratings,Added 10/26/18
3114,Permutation Series: Number Seventy-Five,https://untappd.com/TrilliumBrewing,IPA - Belgian,7.8% ABV,N/A IBU,(4.24),50 Ratings,Added 01/05/19
3115,"Running Naked With Plum, Apricot And Peach",https://untappd.com/TrilliumBrewing,Golden Ale,5.5% ABV,N/A IBU,(4.03),40 Ratings,Added 06/10/18
3116,Pot & Kettle: Barrington Italian Roast,https://untappd.com/TrilliumBrewing,Porter - Other,7.5% ABV,100 IBU,(4.24),42 Ratings,Added 02/06/16
3117,PM Dawn (Barrington Costa Rica Coffee),https://untappd.com/TrilliumBrewing,Stout - American Imperial / Double,9% ABV,N/A IBU,(4.4),39 Ratings,Added 01/27/16
3118,Day & Night (Honduran Manasapa Barrington Coffee),https://untappd.com/TrilliumBrewing,Barleywine - American,10% ABV,N/A IBU,(4.1),33 Ratings,Added 07/08/15
3119,Foamy Freeze Raspberry & Pomegranate,https://untappd.com/TrilliumBrewing,American Wild Ale,7.1% ABV,N/A IBU,(4.07),31 Ratings,Added 10/29/18
3120,Coffee Pot & Kettle (Monsooned Malabar Coffee),https://untappd.com/TrilliumBrewing,Porter - American,7.5% ABV,N/A IBU,(4.05),28 Ratings,Added 11/19/16
3121,Coffee Pot & Kettle: Barrington Cachajinas,https://untappd.com/TrilliumBrewing,Porter - Other,7.5% ABV,N/A IBU,(4.31),21 Ratings,Added 11/27/16
3122,Pina Colada Soak,https://untappd.com/TrilliumBrewing,Wheat Beer - Other,5.5% ABV,N/A IBU,(4.07),19 Ratings,Added 08/07/18
3123,Prickly Pear Wild Tillium,https://untappd.com/TrilliumBrewing,Sour - Ale,6.4% ABV,N/A IBU,(3.96),26 Ratings,Added 12/22/18
3124,Super Unsoaked Super Soak,https://untappd.com/TrilliumBrewing,Sour - Ale,N/A ABV,N/A IBU,(4.23),21 Ratings,Added 05/07/18
3125,Foamy Freeze Cherry & Black Currant,https://untappd.com/TrilliumBrewing,American Wild Ale,7% ABV,N/A IBU,(4.3),20 Ratings,Added 11/07/18
3126,"Foamy Freeze Pot And Kettle W/ Cold Brew Coffee, Chocolate Syrup And Maple Syrup",https://untappd.com/TrilliumBrewing,Stout - Coffee,N/A ABV,N/A IBU,(4.05),22 Ratings,Added 12/14/18
3127,Permutation Series: Number Seventy-Five,https://untappd.com/TrilliumBrewing,IPA - Belgian,7.8% ABV,N/A IBU,(4.21),21 Ratings,Added 01/05/19
3128,Day & Night (Guatemalan Cachajinas),https://untappd.com/TrilliumBrewing,Barleywine - Other,10% ABV,N/A IBU,(4.32),18 Ratings,Added 10/13/16
3129,Pot & Kettle: El Diamante,https://untappd.com/TrilliumBrewing,Porter - Other,7.5% ABV,N/A IBU,(4.14),20 Ratings,Added 11/19/14
3130,Day & Night (La Esperanza Barrington Coffee),https://untappd.com/TrilliumBrewing,Barleywine - American,10% ABV,N/A IBU,(4.03),17 Ratings,Added 04/08/15
3131,Pot & Kettle: Gold,https://untappd.com/TrilliumBrewing,Porter - American,7.5% ABV,N/A IBU,(4.03),17 Ratings,Added 11/13/14
3132,Pot & Kettle: Kalledevarapura,https://untappd.com/TrilliumBrewing,Porter - Other,7.5% ABV,N/A IBU,(4.03),15 Ratings,Added 11/21/14
3133,Fresh Press,https://untappd.com/TrilliumBrewing,American Wild Ale,N/A ABV,N/A IBU,(3.83),12 Ratings,Added 10/27/18
3134,Beligian Amber Ale,https://untappd.com/TrilliumBrewing,Belgian Strong Dark Ale,N/A ABV,N/A IBU,(N/A),8 Ratings,Added 12/28/18
3135,Cherry Tequila Sunrise,https://untappd.com/TrilliumBrewing,Fruit Beer,N/A ABV,N/A IBU,(3.98),10 Ratings,Added 08/04/18
3136,Cranberry And Black Currant Wild Trillium Fresh Press,https://untappd.com/TrilliumBrewing,American Wild Ale,6.4% ABV,N/A IBU,(4.2),10 Ratings,Added 12/13/18
3137,Foamy Freeze Mocha,https://untappd.com/TrilliumBrewing,Stout - American,N/A ABV,N/A IBU,(N/A),8 Ratings,Added 12/09/18
3138,Bomb Pop #1,https://untappd.com/TrilliumBrewing,Fruit Beer,N/A ABV,N/A IBU,(N/A),9 Ratings,Added 08/04/18
3139,Foamy Freeze Cherry Key Lime Rickey,https://untappd.com/TrilliumBrewing,American Wild Ale,11% ABV,N/A IBU,(3.85),10 Ratings,Added 11/29/18
3140,Pina Colada,https://untappd.com/TrilliumBrewing,IPA - American,N/A ABV,N/A IBU,(N/A),7 Ratings,Added 08/04/18
3141,Day & Night (Finca De Dios),https://untappd.com/TrilliumBrewing,Barleywine - American,10% ABV,N/A IBU,(N/A),4 Ratings,Added 01/07/16
3142,Orange Mexican Sunrise Red Stonington,https://untappd.com/TrilliumBrewing,American Wild Ale,7.5% ABV,N/A IBU,(N/A),3 Ratings,Added 08/09/18
3143,Trillium Wild Ale With Lemon-Lime Slushie,https://untappd.com/TrilliumBrewing,American Wild Ale,6.4% ABV,N/A IBU,(N/A),5 Ratings,Added 08/31/18
3144,New England Wild Ale With Cherry Slushie,https://untappd.com/TrilliumBrewing,American Wild Ale,N/A ABV,N/A IBU,(N/A),4 Ratings,Added 09/01/18
3145,Fake Smile,https://untappd.com/TrilliumBrewing,Sour - Ale,N/A ABV,N/A IBU,(N/A),6 Ratings,Added 09/08/18
