,name,brewery,style,abv,ibu,rating,raters,date,text
140,Maravilla,https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.59),73 Ratings,Added 09/30/17,"A delicious raspberry mead made with Maravilla raspberries, a Mexican variety of red raspberry."
141,Schramm’s Mexican Coffee Blossom Traditional US-05,https://untappd.com/SchrammsMead,Mead - Other,N/A ABV,N/A IBU,(4.32),72 Ratings,Added 09/28/18,
142,Heather Traditional,https://untappd.com/SchrammsMead,Mead - Other,14% ABV,N/A IBU,(4.65),64 Ratings,Added 11/16/15,
143,Cranberry Batch 2,https://untappd.com/SchrammsMead,Mead - Melomel,8% ABV,N/A IBU,(4.65),67 Ratings,Added 11/17/18,
144,Schramms Wild Blueberry,https://untappd.com/SchrammsMead,Mead - Melomel,N/A ABV,N/A IBU,(4.41),73 Ratings,Added 12/11/17,
145,Mexican Coffee Blossom Traditional 71-B,https://untappd.com/SchrammsMead,Mead - Other,N/A ABV,N/A IBU,(4.16),71 Ratings,Added 09/28/18,
146,The Rocket (RHST),https://untappd.com/SchrammsMead,Mead - Melomel,N/A ABV,N/A IBU,(4.39),66 Ratings,Added 04/20/17,The Rocket with a unique yeast strain.
147,Amelia (1st Birthday),https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.59),64 Ratings,Added 10/02/17,Loganberry
148,Coriander Traditional,https://untappd.com/SchrammsMead,Mead - Metheglin,10% ABV,N/A IBU,(4.12),66 Ratings,Added 09/28/18,Teaditional mead made with wild coriander.
149,Understanding Honey,https://untappd.com/SchrammsMead,Mead - Other,N/A ABV,N/A IBU,(4.61),57 Ratings,Added 05/07/16,
150,Apple Cinnamon,https://untappd.com/SchrammsMead,Mead - Cyser,14% ABV,N/A IBU,(3.75),40 Ratings,Added 10/13/13,"A deliciously aged, cinnamon infused release of our Apple Mead."
151,Forgiveness,https://untappd.com/SchrammsMead,Mead - Melomel,N/A ABV,N/A IBU,(4.53),45 Ratings,Added 10/21/17,"Ginger, red currant, cranberry"
152,Ginger Mead (w/ Pineapple Infusion),https://untappd.com/SchrammsMead,Mead - Other,N/A ABV,N/A IBU,(4.03),31 Ratings,Added 06/18/14,
153,Youth,https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.31),33 Ratings,Added 12/11/17,"Black Currant, Peach, Pineapple mead"
154,White Pyment,https://untappd.com/SchrammsMead,Mead - Pyment,14% ABV,N/A IBU,(3.71),18 Ratings,Added 11/18/13,"Combining the lush, tropical, fruity character of Gewurztraminer grapes with the bright, aromatic and singular nature of Orange Blossom honey, Schramm's… Read More"
155,Raspberry Sec,https://untappd.com/SchrammsMead,Mead - Other,14% ABV,N/A IBU,(4.47),29 Ratings,Added 06/03/17,
156,Small Batch Ginger (Batch 3),https://untappd.com/SchrammsMead,Mead - Other,14% ABV,N/A IBU,(4.37),21 Ratings,Added 12/18/14,
157,Michigan Rhubarb,https://untappd.com/SchrammsMead,Mead - Other,14% ABV,N/A IBU,(4.19),23 Ratings,Added 03/27/16,
158,Small Batch Ginger (Costa Rican),https://untappd.com/SchrammsMead,Mead - Other,14% ABV,N/A IBU,(3.98),16 Ratings,Added 06/28/15,
159,Black Heart (Batch 4),https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.37),19 Ratings,Added 02/19/18,
160,Schramm Jaclyn Raspberry,https://untappd.com/SchrammsMead,Mead - Melomel,N/A ABV,N/A IBU,(N/A),9 Ratings,Added 06/10/16,Test batch Jaclyn raspberry
161,Raspberry/Plum Small Batch,https://untappd.com/SchrammsMead,Mead - Other,14% ABV,N/A IBU,(N/A),6 Ratings,Added 10/13/14,
162,The Sister's,https://untappd.com/SchrammsMead,Mead - Other,14% ABV,N/A IBU,(N/A),2 Ratings,Added 05/29/16,"Black Agnes, Red Agnes Cuvee, Ken Schramm called it The Sister's and I'm going with it"
163,Heather (Batch 2),https://untappd.com/SchrammsMead,Mead - Other,14% ABV,N/A IBU,(N/A),7 Ratings,Added 08/03/18,
164,Raspberry (Batch 5),https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(N/A),8 Ratings,Added 08/31/18,
165,Schmistetoe,https://untappd.com/SchrammsMead,Mead - Other,N/A ABV,N/A IBU,(N/A),3 Ratings,Added 12/06/15,
166,Cinnamon Statement,https://untappd.com/SchrammsMead,Mead - Other,N/A ABV,N/A IBU,(N/A),2 Ratings,Added 12/06/15,
167,Agnes Gran Cuvée,https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(N/A),2 Ratings,Added 08/05/18,A blend of 50% young Red Agnes (B2) and 50% cellar conditioned Black Agnes (B8).
168,Heart of Darkness (Batch 1 - 2013),https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(N/A),2 Ratings,Added 07/08/18,
169,The Heart of Darkness (2018 Private Reserve),https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(N/A),2 Ratings,Added 10/09/18,"Cherry, Raspberry, Black Currant Mead"
170,Bourbon Barrel Aged Ginger,https://untappd.com/SchrammsMead,Mead - Melomel,N/A ABV,N/A IBU,(N/A),1 Rating,Added 12/24/17,BBA version of Ginger
171,Cuvee De Clarity,https://untappd.com/SchrammsMead,Mead - Melomel,N/A ABV,N/A IBU,(N/A),1 Rating,Added 01/21/18,"Elderberry, Black Agnus Cuvee"
172,Raspberry Batch 5,https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(N/A),0 Rating,Added 08/31/18,
173,Heritage,https://untappd.com/SchrammsMead,Mead - Melomel,12.5% ABV,N/A IBU,(N/A),0 Rating,Added 01/08/19,"Schramm’s Heritage Raspberry is a cousin to our standard Raspberry melomel, made exclusively with Heritage raspberries, the same variety used in Schramm’s… Read More"
174,S'Mortal Kombat,https://untappd.com/3SonsBrewingCo,Stout - Imperial / Double,12.8% ABV,N/A IBU,(4.58),982 Ratings,Added 03/07/18,"Bourbon barrel aged imperial stout treated with graham crackers, chocolate, and marshmallows."
175,JBM 35,https://untappd.com/3SonsBrewingCo,Stout - Imperial Oatmeal,10% ABV,45 IBU,(4.68),907 Ratings,Added 11/12/14,35 aged in Jamacan Blue Mountain coffee
176,Chocolate Bourbon Summation,https://untappd.com/3SonsBrewingCo,Stout - Imperial / Double,13% ABV,N/A IBU,(4.6),816 Ratings,Added 03/07/18,Imperial vanilla coffee stout aged in bourbon barrel with cacao nibs
177,Big Sxxxy,https://untappd.com/3SonsBrewingCo,Barleywine - English,10.5% ABV,N/A IBU,(4.4),704 Ratings,Added 08/26/16,Bourbon barrel aged barleywines brewed in memory of Javier Leal
178,Barrel Aged Imperial Double Scoop,https://untappd.com/3SonsBrewingCo,Stout - Imperial / Double,12% ABV,N/A IBU,(4.76),610 Ratings,Added 03/07/16,"Imperial stout aged in 4 Roses bourbon barrel, then treated with vanilla, strawberry, and chocolate"
179,Hug Hug Kiss Kiss,https://untappd.com/3SonsBrewingCo,Stout - Imperial / Double,12.8% ABV,N/A IBU,(4.46),640 Ratings,Added 02/21/18,Double chocolate bourbon barrel aged stout.
180,Boysen tha Hood,https://untappd.com/3SonsBrewingCo,Sour - Berliner Weisse,7.2% ABV,N/A IBU,(4.41),510 Ratings,Added 01/30/16,Berliner Weisse fermented with Boysenberry and Black currant
181,BA Scoop,https://untappd.com/3SonsBrewingCo,Stout - Russian Imperial,13% ABV,N/A IBU,(4.63),608 Ratings,Added 03/10/18,Bourbon barrel aged imperial stout with neopolitan ice cream treatment.
182,Double Scoop,https://untappd.com/3SonsBrewingCo,Stout - American,6% ABV,N/A IBU,(4.25),521 Ratings,Added 03/04/14,"Neapolitan ice cream Stout. Strawberry, Vanilla and Chocolate"
183,Summation,https://untappd.com/3SonsBrewingCo,Stout - American Imperial / Double,9.8% ABV,N/A IBU,(4.62),484 Ratings,Added 01/19/14,Bourbon Barrel Aged Imperial Vanilla Coffee stout.
184,Irie Vibes,https://untappd.com/3SonsBrewingCo,Sour - Berliner Weisse,6.8% ABV,N/A IBU,(4.15),494 Ratings,Added 03/07/18,"Pink Guava, passion fruit and hibiscus imperial Berliner"
185,Lumberjack Morning Break,https://untappd.com/3SonsBrewingCo,Stout - American Imperial / Double,13% ABV,N/A IBU,(4.66),400 Ratings,Added 07/29/14,Imperial Maple coffee stout aged in bourbon barrel.
186,Scoop à La Mode,https://untappd.com/3SonsBrewingCo,Stout - American Imperial / Double,11.5% ABV,N/A IBU,(4.71),343 Ratings,Added 02/03/17,"Our neapolitan ice cream imperial stout, aged in One Foot Cock Apple Brandy barrel"
187,White Oak Dopaliscious,https://untappd.com/3SonsBrewingCo,IPA - New England,7.4% ABV,N/A IBU,(3.87),337 Ratings,Added 03/10/18,New England style IPA aged on white oak.
188,PSL - Pumpkin spice Latte,https://untappd.com/3SonsBrewingCo,Pumpkin / Yam Beer,7.3% ABV,22 IBU,(4.07),219 Ratings,Added 11/08/13,
189,Kopi Summation,https://untappd.com/3SonsBrewingCo,Stout - Imperial / Double,9.8% ABV,N/A IBU,(4.68),221 Ratings,Added 03/12/15,Bourbon barrel aged imperial vanilla Kopi Luwak coffee stout
190,Maple Massacre,https://untappd.com/3SonsBrewingCo,Stout - Imperial Milk / Sweet,12% ABV,N/A IBU,(4.62),206 Ratings,Added 02/07/18,Bourbon barrel aged maple coffee stout
191,Irish Winter,https://untappd.com/3SonsBrewingCo,Stout - American Imperial / Double,7.5% ABV,25 IBU,(4.24),189 Ratings,Added 12/03/13,Irish coffee stout infused with Irish whiskey and Bailey's
192,El Padrino,https://untappd.com/3SonsBrewingCo,Stout - Imperial / Double,10% ABV,N/A IBU,(4.44),173 Ratings,Added 03/11/15,"Bourbon barrel aged stout with cinnamon, vanilla bean, cacao nibs and habanero peppers added"
193,Dopaliscious,https://untappd.com/3SonsBrewingCo,IPA - American,N/A ABV,N/A IBU,(4.05),168 Ratings,Added 04/02/17,
194,Funk Me Sideways,https://untappd.com/3SonsBrewingCo,American Wild Ale,5.8% ABV,N/A IBU,(4.49),129 Ratings,Added 03/06/17,"Oak aged Florida wild re-fermented with mango, guava and passion fruit"
195,PB King,https://untappd.com/3SonsBrewingCo,Stout - American Imperial / Double,8.5% ABV,N/A IBU,(4.28),131 Ratings,Added 03/04/14,Imperial Peanut Butter Chocolate Stout
196,Dank Ness Monster,https://untappd.com/3SonsBrewingCo,IPA - American,6.5% ABV,55 IBU,(4.14),116 Ratings,Added 12/09/15,The name says it all!
197,Lunch Box Brown,https://untappd.com/3SonsBrewingCo,Brown Ale - American,6% ABV,25 IBU,(4.11),125 Ratings,Added 07/11/14,PBnJ Brown ale
198,En Barrique,https://untappd.com/3SonsBrewingCo,American Wild Ale,6.5% ABV,N/A IBU,(4.16),117 Ratings,Added 03/07/16,A blend of our wild farmhouse ale and Berliner that was fermented with Boysenberries and Black Currants then aged in a red Bordeaux barrel with Montmorency… Read More
199,Sxxxy Columbiana,https://untappd.com/3SonsBrewingCo,Barleywine - American,10.5% ABV,N/A IBU,(4.35),125 Ratings,Added 07/14/18,
200,A1A IPA,https://untappd.com/3SonsBrewingCo,IPA - American,7% ABV,65 IBU,(3.7),109 Ratings,Added 10/19/14,a Dank ass IPA
201,Cacophony Brown,https://untappd.com/3SonsBrewingCo,Brown Ale - American,6.2% ABV,N/A IBU,(4.18),90 Ratings,Added 05/21/15,Coconut and Coffee Brown
202,Maple Summation,https://untappd.com/3SonsBrewingCo,Stout - Imperial / Double,12% ABV,N/A IBU,(4.61),95 Ratings,Added 09/18/16,Maple BBA Imperial Stout with Coffee and Vanilla Beans
203,PB Kiss,https://untappd.com/3SonsBrewingCo,Stout - Other,7.8% ABV,30 IBU,(4.03),89 Ratings,Added 02/01/14,Peanut Butter Chocolate Stout
204,Ode To Ron,https://untappd.com/3SonsBrewingCo,Scotch Ale / Wee Heavy,11% ABV,N/A IBU,(3.94),74 Ratings,Added 03/12/15,Bourbon barrel aged strong Scotch ale
205,Endless Fields,https://untappd.com/3SonsBrewingCo,Sour - Berliner Weisse,4.5% ABV,N/A IBU,(4.02),86 Ratings,Added 07/12/15,Strawberry Berliner
206,Barrel Aged Always Cordial,https://untappd.com/3SonsBrewingCo,Stout - Imperial / Double,N/A ABV,N/A IBU,(4.26),86 Ratings,Added 08/16/15,
207,Hypnotize Minds,https://untappd.com/3SonsBrewingCo,Sour - Berliner Weisse,4% ABV,7 IBU,(4.27),72 Ratings,Added 08/20/16,Blueberry Passion fruit Florida Weiss
208,Raspberry Daze,https://untappd.com/3SonsBrewingCo,Sour - Berliner Weisse,6.8% ABV,N/A IBU,(4.41),83 Ratings,Added 07/14/18,
209,BeerZ are Gewd Summation,https://untappd.com/3SonsBrewingCo,Stout - Imperial / Double,N/A ABV,N/A IBU,(4.92),41 Ratings,Added 08/07/16,Stout with Coffee and Vanilla added aged in Bourbon barrels.
210,Get the Sensation,https://untappd.com/3SonsBrewingCo,Stout - American Imperial / Double,12.8% ABV,N/A IBU,(4.44),76 Ratings,Added 11/18/17,Bourbon barrel aged dark chocolate stout with peppermint
211,BA PB King,https://untappd.com/3SonsBrewingCo,Stout - American,12% ABV,N/A IBU,(4.52),69 Ratings,Added 10/16/16,
212,Berry Box,https://untappd.com/3SonsBrewingCo,Belgian Strong Golden Ale,8% ABV,N/A IBU,(3.92),63 Ratings,Added 09/08/14,Blackberry Belgian Golden Strong
213,Bourbon Barrel Aged Irish Winter,https://untappd.com/3SonsBrewingCo,Stout - Imperial / Double,N/A ABV,N/A IBU,(4.51),57 Ratings,Added 08/16/15,
214,Wee Coffee,https://untappd.com/3SonsBrewingCo,Scotch Ale / Wee Heavy,11% ABV,N/A IBU,(4),55 Ratings,Added 03/12/15,Ode to Ron with coffee
215,Aprikose,https://untappd.com/3SonsBrewingCo,Sour - Berliner Weisse,4% ABV,N/A IBU,(4.16),53 Ratings,Added 08/09/15,Apricot forward beer!
216,Montage IPA,https://untappd.com/3SonsBrewingCo,IPA - American,7% ABV,54 IBU,(4.11),52 Ratings,Added 07/07/15,A Mosaic single hop IPA.
217,Always Cordial,https://untappd.com/3SonsBrewingCo,Stout - American,5.5% ABV,N/A IBU,(4.07),52 Ratings,Added 06/03/14,Chocolate covered cherry stout
218,Apple Brandy Vanilla Face,https://untappd.com/3SonsBrewingCo,Stout - American Imperial / Double,13.5% ABV,N/A IBU,(4.2),51 Ratings,Added 07/16/17,
219,Goserita,https://untappd.com/3SonsBrewingCo,Sour - Gose,4.5% ABV,12 IBU,(3.75),41 Ratings,Added 05/09/14,
220,Citraliscious,https://untappd.com/3SonsBrewingCo,IPA - Imperial / Double,10.1% ABV,N/A IBU,(4.24),51 Ratings,Added 12/16/17,
221,Break of Dawn,https://untappd.com/3SonsBrewingCo,Stout - Imperial Oatmeal,13% ABV,N/A IBU,(4.35),42 Ratings,Added 06/03/14,Imperial Maple Coffee stout
222,#35,https://untappd.com/3SonsBrewingCo,Stout - Imperial Oatmeal,9.5% ABV,N/A IBU,(4.52),42 Ratings,Added 10/26/14,Imperial Stout aged in bourbon barrel with roasted cocoa nibs and toasted coconut
223,Cookies & Cream,https://untappd.com/3SonsBrewingCo,Stout - American,5.8% ABV,20 IBU,(3.89),42 Ratings,Added 08/29/14,Cookies & Cream ice cream stout
224,Passion-it,https://untappd.com/3SonsBrewingCo,Belgian Strong Golden Ale,8.1% ABV,18 IBU,(4.13),31 Ratings,Added 04/23/14,Belgian golden strong fermented with copious amounts of locally grown passion fruit
225,Coffee Vanilla Big Sexxxy,https://untappd.com/3SonsBrewingCo,Barleywine - Other,N/A ABV,N/A IBU,(4.67),41 Ratings,Added 07/01/18,
226,Red River Pale Ale,https://untappd.com/3SonsBrewingCo,Pale Ale - American,6.8% ABV,45 IBU,(3.23),30 Ratings,Added 12/03/13,This is an extra pale ale immensely dry hopped and brewed with Belgian yeast
227,Damn Skippy,https://untappd.com/3SonsBrewingCo,Stout - American,5.5% ABV,N/A IBU,(4.19),25 Ratings,Added 06/03/14,Peanut butter and coffee stout
228,Ramses' No. 1,https://untappd.com/3SonsBrewingCo,Brown Ale - Imperial / Double,9% ABV,N/A IBU,(4.16),27 Ratings,Added 03/03/16,"Ancho Chilis, Cinnamon and Madagascar Vanilla Beans"
229,Passion Fruit Guava Imperial Florida Weiss,https://untappd.com/3SonsBrewingCo,Sour - Berliner Weisse,8% ABV,N/A IBU,(4.69),21 Ratings,Added 01/29/17,
230,La Cubana Mojito Berliner,https://untappd.com/3SonsBrewingCo,Sour - Berliner Weisse,N/A ABV,N/A IBU,(4.06),25 Ratings,Added 10/20/14,
231,Breakfast Club,https://untappd.com/3SonsBrewingCo,Stout - Other,6.5% ABV,N/A IBU,(3.85),27 Ratings,Added 02/01/15,Cinnamon Roll Oatmeal Breakfast Stout
232,Vanilla Face,https://untappd.com/3SonsBrewingCo,Stout - American Imperial / Double,13.5% ABV,55 IBU,(4.75),26 Ratings,Added 08/08/16,
233,Irish Autumn,https://untappd.com/3SonsBrewingCo,Brown Ale - American,6.2% ABV,N/A IBU,(4.14),25 Ratings,Added 09/18/16,Irish coffee brown ale
234,Vermont Breakfast,https://untappd.com/3SonsBrewingCo,Brown Ale - Other,6.2% ABV,N/A IBU,(4.14),25 Ratings,Added 09/18/16,
235,Currant Situation,https://untappd.com/3SonsBrewingCo,Sour - Berliner Weisse,4% ABV,N/A IBU,(4.32),24 Ratings,Added 09/18/16,Black Currant Berliner
236,Premier Cuvee,https://untappd.com/3SonsBrewingCo,Sour - Ale,6.5% ABV,N/A IBU,(3.96),23 Ratings,Added 12/20/15,
237,Sippin Swine,https://untappd.com/3SonsBrewingCo,Brown Ale - American,6.5% ABV,28 IBU,(3.51),22 Ratings,Added 02/01/14,Maple bacon brown
238,Bienvenido,https://untappd.com/3SonsBrewingCo,Sour - Berliner Weisse,3.8% ABV,3 IBU,(3.96),25 Ratings,Added 07/12/15,"A Florida Weisse fermented on Passionfruit, Mango and Guava."
239,Spoiler Alert,https://untappd.com/3SonsBrewingCo,Stout - Imperial / Double,13% ABV,N/A IBU,(N/A),9 Ratings,Added 10/17/15,Collaboration beer with Cycle aged in 4 Roses barrels
240,How Many Licks,https://untappd.com/3SonsBrewingCo,Porter - Other,6.3% ABV,N/A IBU,(3.51),21 Ratings,Added 07/12/15,
241,Gose Little Somethin Like This,https://untappd.com/3SonsBrewingCo,Sour - Gose,4% ABV,N/A IBU,(4.1),20 Ratings,Added 11/26/15,
242,Cherry Clan,https://untappd.com/3SonsBrewingCo,Sour - Berliner Weisse,4% ABV,7 IBU,(3.96),20 Ratings,Added 09/12/16,Sour cherry Berliner
243,Lacto Goserita,https://untappd.com/3SonsBrewingCo,Sour - Gose,4% ABV,N/A IBU,(3.83),16 Ratings,Added 08/22/14,A margarita gose brewed with Lactobacillus
244,Island Timez,https://untappd.com/3SonsBrewingCo,Sour - Berliner Weisse,N/A ABV,N/A IBU,(4.2),24 Ratings,Added 02/24/18,Tamarind and Hibiscus
245,BA Base Nectar,https://untappd.com/3SonsBrewingCo,Stout - Other,13% ABV,N/A IBU,(4.55),26 Ratings,Added 09/22/18,
246,Red Land IPA,https://untappd.com/3SonsBrewingCo,IPA - American,7.2% ABV,N/A IBU,(4.04),18 Ratings,Added 04/27/14,Passion Fruit IPA
247,SPF 15,https://untappd.com/3SonsBrewingCo,Brown Ale - American,6.2% ABV,25 IBU,(3.81),18 Ratings,Added 07/08/14,White Chocolate and coconut brown ale.
248,Rye 75,https://untappd.com/3SonsBrewingCo,Rye Beer,6.5% ABV,55 IBU,(3.98),15 Ratings,Added 11/30/15,Rye IPA with single hop Vic Secret..
249,Imperial Double Scoop,https://untappd.com/3SonsBrewingCo,Stout - Imperial / Double,9% ABV,N/A IBU,(4.22),16 Ratings,Added 01/30/16,"Imperial Neapolitan ice cream stout -- chocolate, vanilla, and strawberry. Yeee."
250,No Worries,https://untappd.com/3SonsBrewingCo,Brown Ale - American,6.5% ABV,N/A IBU,(3.77),13 Ratings,Added 02/01/14,
251,Camp Time S'mores Stout,https://untappd.com/3SonsBrewingCo,Stout - American,6.4% ABV,N/A IBU,(3.5),16 Ratings,Added 10/21/15,
252,Grandioso,https://untappd.com/3SonsBrewingCo,Brown Ale - Other,6.4% ABV,22 IBU,(4.13),15 Ratings,Added 08/20/16,Hazelnut coffee brown ale
253,Berry Berry Vanilla Float,https://untappd.com/3SonsBrewingCo,Sour - Berliner Weisse,N/A ABV,N/A IBU,(4.71),23 Ratings,Added 04/21/18,
254,Summation (Batch 5),https://untappd.com/3SonsBrewingCo,Stout - American Imperial / Double,9.5% ABV,N/A IBU,(4.8),14 Ratings,Added 04/27/15,
255,Hawaiin Dreamz,https://untappd.com/3SonsBrewingCo,Stout - Imperial / Double,N/A ABV,N/A IBU,(4.37),13 Ratings,Added 04/17/17,"Bourbon Barrel Aged with Cacao, Coffee abd Coconut"
256,Railroaded,https://untappd.com/3SonsBrewingCo,IPA - Imperial / Double,8.8% ABV,N/A IBU,(3.73),13 Ratings,Added 01/31/16,
257,Hoppy Weekend,https://untappd.com/3SonsBrewingCo,Pale Wheat Ale - American,5% ABV,N/A IBU,(3.78),15 Ratings,Added 08/24/14,
